timestamp,image_path,dataset_name,processed_index,status,mean_abs_diff,median_abs_diff,p95_abs_diff,p99_abs_diff,max_abs_diff,area_ratio_above_threshold,cell_001_mean_abs_diff,cell_001_p95_abs_diff,cell_001_area_ratio_above_threshold,cell_002_mean_abs_diff,cell_002_p95_abs_diff,cell_002_area_ratio_above_threshold,cell_003_mean_abs_diff,cell_003_p95_abs_diff,cell_003_area_ratio_above_threshold,cell_004_mean_abs_diff,cell_004_p95_abs_diff,cell_004_area_ratio_above_threshold,cell_005_mean_abs_diff,cell_005_p95_abs_diff,cell_005_area_ratio_above_threshold,cell_006_mean_abs_diff,cell_006_p95_abs_diff,cell_006_area_ratio_above_threshold,cell_007_mean_abs_diff,cell_007_p95_abs_diff,cell_007_area_ratio_above_threshold,cell_008_mean_abs_diff,cell_008_p95_abs_diff,cell_008_area_ratio_above_threshold,cell_009_mean_abs_diff,cell_009_p95_abs_diff,cell_009_area_ratio_above_threshold,max_cell_p95_abs_diff,top2_cell_p95_abs_diff_mean,affected_cell_count,affected_cell_ratio
2025-03-01 08:00:00,sample_data/synthetic_test/phase_01/synthetic_20250301_080000.tif,synthetic_test,0,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:05:00,sample_data/synthetic_test/phase_01/synthetic_20250301_080500.tif,synthetic_test,1,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:10:00,sample_data/synthetic_test/phase_01/synthetic_20250301_081000.tif,synthetic_test,2,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:15:00,sample_data/synthetic_test/phase_01/synthetic_20250301_081500.tif,synthetic_test,3,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:20:00,sample_data/synthetic_test/phase_01/synthetic_20250301_082000.tif,synthetic_test,4,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:25:00,sample_data/synthetic_test/phase_01/synthetic_20250301_082500.tif,synthetic_test,5,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:30:00,sample_data/synthetic_test/phase_01/synthetic_20250301_083000.tif,synthetic_test,6,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:35:00,sample_data/synthetic_test/phase_01/synthetic_20250301_083500.tif,synthetic_test,7,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:40:00,sample_data/synthetic_test/phase_01/synthetic_20250301_084000.tif,synthetic_test,8,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01 08:45:00,sample_data/synthetic_test/phase_01/synthetic_20250301_084500.tif,synthetic_test,9,insufficient_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
